SKU ID,Date,Manufacturer,Sector,Category,Segment,Brand,Revenue($),Units_sold,Page_traffic
SKU1344,10/23/2021,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Clinique,18441,1144,3384
SKU1384,10/30/2021,Synergix solutions ,Beauty and Personal Care,Skincare,Suncreens,Cetaphil,7615,637,2102
SKU1367,11/27/2021,Synergix solutions ,Beauty and Personal Care,Skincare,Acne,Neutrogena,21752,1126,3328
SKU1349,12-04-21,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Clinique,26818,1328,3058
SKU1376,01-08-22,Synergix solutions ,Beauty and Personal Care,Skincare,Suncreens,Aveeno,30215,1348,4535
SKU1388,4/16/2022,Synergix solutions ,Beauty and Personal Care,Skincare,Suncreens,Cetaphil,23030,1021,4129
SKU1380,05-07-22,Synergix solutions ,Beauty and Personal Care,Skincare,Suncreens,Aveeno,21017,1028,3480
SKU1357,07-09-22,Synergix solutions ,Beauty and Personal Care,Skincare,Acne,Cetaphil,23798,1269,3648
SKU1341,7/16/2022,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Clinique,23426,1214,4246
SKU1344,10-01-22,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Clinique,22841,1002,2931
SKU1346,10-08-22,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Clinique,27564,1195,3541
SKU1335,11-05-22,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Olay,22504,1074,3901
SKU1333,11-12-22,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Olay,34148,1398,4364
SKU1346,12/31/2022,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Clinique,28709,1227,3843
SKU1379,2/27/2021,Synergix solutions ,Beauty and Personal Care,Skincare,Suncreens,Aveeno,0,0,0
SKU1337,3/20/2021,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Olay,0,0,0
SKU1335,07-10-21,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Olay,0,0,0
SKU1375,7/17/2021,Synergix solutions ,Beauty and Personal Care,Skincare,Suncreens,Aveeno,0,0,0
SKU1343,7/24/2021,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Clinique,0,0,0
SKU1331,7/31/2021,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Olay,0,0,0
SKU1346,10/16/2021,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Clinique,0,0,0
SKU1340,11/13/2021,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Olay,0,0,0
SKU1380,01-01-22,Synergix solutions ,Beauty and Personal Care,Skincare,Suncreens,Aveeno,0,0,0
SKU1332,1/15/2022,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Olay,0,0,0
SKU1351,03-12-22,Synergix solutions ,Beauty and Personal Care,Skincare,Acne,Cetaphil,0,0,0
SKU1374,3/19/2022,Synergix solutions ,Beauty and Personal Care,Skincare,Suncreens,Aveeno,0,0,0
SKU1346,04-09-22,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Clinique,0,0,0
SKU1375,6/25/2022,Synergix solutions ,Beauty and Personal Care,Skincare,Suncreens,Aveeno,0,0,0
SKU1380,7/30/2022,Synergix solutions ,Beauty and Personal Care,Skincare,Suncreens,Aveeno,0,0,0
SKU1349,8/27/2022,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Clinique,0,0,0
SKU1341,12/24/2022,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Clinique,0,0,0
SKU1385,1/30/2021,Synergix solutions ,Beauty and Personal Care,Skincare,Suncreens,Cetaphil,27834,1055,2339
SKU1332,04-03-21,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Olay,20025,832,766
SKU1333,4/17/2021,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Olay,24603,1019,1634
SKU1358,4/24/2021,Synergix solutions ,Beauty and Personal Care,Skincare,Acne,Cetaphil,29608,1242,1866
SKU1341,5/15/2021,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Clinique,29116,1232,2407
SKU1342,7/31/2021,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Clinique,29794,1232,3314
SKU1350,12-04-21,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Clinique,40895,1378,2338
SKU1336,12-11-21,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Olay,34670,1151,2177
SKU1343,1/15/2022,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Clinique,39041,1247,2545
SKU1342,1/22/2022,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Clinique,26952,1008,1630
SKU1356,4/30/2022,Synergix solutions ,Beauty and Personal Care,Skincare,Acne,Cetaphil,33256,1243,3242
SKU1346,6/25/2022,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Clinique,17567,679,420
SKU1340,07-02-22,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Olay,17143,637,1315
SKU1338,09-03-22,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Olay,33520,940,1243
SKU1376,10-01-22,Synergix solutions ,Beauty and Personal Care,Skincare,Suncreens,Aveeno,24920,692,641
SKU1379,10/22/2022,Synergix solutions ,Beauty and Personal Care,Skincare,Suncreens,Aveeno,14175,442,976
SKU1372,12/17/2022,Synergix solutions ,Beauty and Personal Care,Skincare,Suncreens,Aveeno,28050,846,244
SKU1331,1/23/2021,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Olay,38243,1794,7281
SKU1340,3/20/2021,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Olay,33876,1603,5965
SKU1337,3/27/2021,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Olay,35726,1666,6030
SKU1378,05-01-21,Synergix solutions ,Beauty and Personal Care,Skincare,Suncreens,Aveeno,32207,1453,4885
SKU1376,06-12-21,Synergix solutions ,Beauty and Personal Care,Skincare,Suncreens,Aveeno,26271,1242,4132
SKU1372,10-09-21,Synergix solutions ,Beauty and Personal Care,Skincare,Suncreens,Aveeno,26189,1079,2555
SKU1345,02-05-22,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Clinique,25455,1144,3559
SKU1346,03-12-22,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Clinique,20711,895,3130
SKU1355,4/16/2022,Synergix solutions ,Beauty and Personal Care,Skincare,Acne,Cetaphil,26314,1121,3174
SKU1342,5/21/2022,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Clinique,27205,1135,3896
SKU1349,09-10-22,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Clinique,30260,965,3071
SKU1340,10-08-22,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Olay,30642,1171,3516
SKU1387,10/29/2022,Synergix solutions ,Beauty and Personal Care,Skincare,Suncreens,Cetaphil,30656,1183,3012
SKU1331,11/19/2022,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Olay,30073,1364,3720
SKU1339,11/26/2022,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Olay,30636,1349,4182
SKU1389,12-03-22,Synergix solutions ,Beauty and Personal Care,Skincare,Suncreens,Cetaphil,34535,1311,3585
SKU1376,2/20/2021,Synergix solutions ,Beauty and Personal Care,Skincare,Suncreens,Aveeno,26842,1186,2072
SKU1332,3/27/2021,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Olay,34477,1495,2904
SKU1384,04-10-21,Synergix solutions ,Beauty and Personal Care,Skincare,Suncreens,Cetaphil,32647,1431,2796
SKU1356,05-01-21,Synergix solutions ,Beauty and Personal Care,Skincare,Acne,Cetaphil,37892,1721,3569
SKU1348,5/22/2021,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Clinique,38046,1788,4518
SKU1332,08-07-21,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Olay,33198,1565,3618
SKU1379,8/28/2021,Synergix solutions ,Beauty and Personal Care,Skincare,Suncreens,Aveeno,33444,1550,3111
SKU1382,10-02-21,Synergix solutions ,Beauty and Personal Care,Skincare,Suncreens,Cetaphil,36777,1772,3108
SKU1331,11-06-21,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Olay,33531,1461,3280
SKU1342,12/18/2021,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Clinique,42414,1805,3905
SKU1342,3/19/2022,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Clinique,29283,1395,3163
SKU1372,4/16/2022,Synergix solutions ,Beauty and Personal Care,Skincare,Suncreens,Aveeno,30584,1337,2843
SKU1378,05-07-22,Synergix solutions ,Beauty and Personal Care,Skincare,Suncreens,Aveeno,35701,1511,2795
SKU1342,5/21/2022,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Clinique,33748,1444,2636
SKU1350,7/23/2022,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Clinique,33372,1457,3334
SKU1387,10-08-22,Synergix solutions ,Beauty and Personal Care,Skincare,Suncreens,Cetaphil,39560,1557,3245
SKU1334,11-05-22,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Olay,37115,1436,2558
SKU1331,11/26/2022,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Olay,27712,1289,2512
SKU1346,12-10-22,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Clinique,43784,1695,2724
SKU1375,1/23/2021,Synergix solutions ,Beauty and Personal Care,Skincare,Suncreens,Aveeno,33892,1716,4791
SKU1386,07-03-21,Synergix solutions ,Beauty and Personal Care,Skincare,Suncreens,Cetaphil,18652,1252,2803
SKU1340,9/18/2021,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Olay,21494,1461,3488
SKU1388,10/16/2021,Synergix solutions ,Beauty and Personal Care,Skincare,Suncreens,Cetaphil,36717,2257,4402
SKU1336,12/25/2021,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Olay,19968,971,3816
SKU1345,1/29/2022,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Clinique,39482,1969,6395
SKU1347,2/26/2022,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Clinique,33372,1513,5318
SKU1384,3/19/2022,Synergix solutions ,Beauty and Personal Care,Skincare,Suncreens,Cetaphil,36238,1728,6281
SKU1337,5/21/2022,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Olay,33825,1583,4265
SKU1335,06-11-22,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Olay,30836,1286,4144
SKU1338,6/25/2022,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Olay,27991,1218,3597
SKU1335,7/23/2022,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Olay,30733,1390,3763
SKU1331,8/27/2022,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Olay,40565,1537,3448
SKU1344,09-03-22,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Clinique,34561,1386,3290
SKU1336,10-01-22,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Olay,34045,1262,2725
SKU1333,11-05-22,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Olay,35662,1618,2909
SKU1385,12/17/2022,Synergix solutions ,Beauty and Personal Care,Skincare,Suncreens,Cetaphil,42152,1579,3652
SKU1335,01-02-21,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Olay,27424,1377,6353
SKU1361,2/13/2021,Synergix solutions ,Beauty and Personal Care,Skincare,Acne,Neutrogena,22805,1359,5104
SKU1344,2/27/2021,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Clinique,24597,1407,5449
SKU1345,3/13/2021,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Clinique,20514,1141,4759
SKU1389,06-12-21,Synergix solutions ,Beauty and Personal Care,Skincare,Suncreens,Cetaphil,22177,1372,3873
SKU1335,8/21/2021,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Olay,23378,1389,4133
SKU1349,09-04-21,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Clinique,27262,1369,3572
SKU1335,09-11-21,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Olay,24071,1397,3660
SKU1379,10/23/2021,Synergix solutions ,Beauty and Personal Care,Skincare,Suncreens,Aveeno,27552,1786,4723
SKU1390,01-08-22,Synergix solutions ,Beauty and Personal Care,Skincare,Suncreens,Cetaphil,33576,1598,4410
SKU1348,1/22/2022,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Clinique,36582,1825,5593
SKU1336,02-12-22,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Olay,9336,425,859
SKU1347,04-09-22,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Clinique,24942,1250,5012
SKU1354,7/30/2022,Synergix solutions ,Beauty and Personal Care,Skincare,Acne,Cetaphil,28081,1356,6110
SKU1381,9/24/2022,Synergix solutions ,Beauty and Personal Care,Skincare,Suncreens,Cetaphil,20428,1307,4370
SKU1336,10-08-22,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Olay,32989,1851,5420
SKU1388,11/19/2022,Synergix solutions ,Beauty and Personal Care,Skincare,Suncreens,Cetaphil,37774,2291,5308
SKU1349,11/26/2022,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Clinique,27431,1737,5062
SKU1343,12-10-22,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Clinique,37426,2116,5276
SKU1339,12/31/2022,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Olay,40616,2075,6355
SKU1341,2/13/2021,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Clinique,0,0,0
SKU1338,03-06-21,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Olay,0,0,0
SKU1388,4/17/2021,Synergix solutions ,Beauty and Personal Care,Skincare,Suncreens,Cetaphil,0,0,0
SKU1350,5/15/2021,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Clinique,0,0,0
SKU1356,06-05-21,Synergix solutions ,Beauty and Personal Care,Skincare,Acne,Cetaphil,0,0,0
SKU1334,6/19/2021,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Olay,0,0,0
SKU1373,8/28/2021,Synergix solutions ,Beauty and Personal Care,Skincare,Suncreens,Aveeno,0,0,0
SKU1348,12/25/2021,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Clinique,0,0,0
SKU1357,01-08-22,Synergix solutions ,Beauty and Personal Care,Skincare,Acne,Cetaphil,0,0,0
SKU1374,1/22/2022,Synergix solutions ,Beauty and Personal Care,Skincare,Suncreens,Aveeno,0,0,0
SKU1343,2/19/2022,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Clinique,0,0,0
SKU1331,05-07-22,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Olay,0,0,0
SKU1335,5/21/2022,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Olay,0,0,0
SKU1377,06-11-22,Synergix solutions ,Beauty and Personal Care,Skincare,Suncreens,Aveeno,0,0,0
SKU1332,7/23/2022,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Olay,0,0,0
SKU1344,8/20/2022,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Clinique,0,0,0
SKU1380,10/22/2022,Synergix solutions ,Beauty and Personal Care,Skincare,Suncreens,Aveeno,0,0,0
SKU1360,11/26/2022,Synergix solutions ,Beauty and Personal Care,Skincare,Acne,Cetaphil,0,0,0
SKU1346,12/24/2022,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Clinique,0,0,0
SKU1338,12/31/2022,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Olay,0,0,0
SKU1387,02-06-21,Synergix solutions ,Beauty and Personal Care,Skincare,Suncreens,Cetaphil,18171,963,4122
SKU1337,3/13/2021,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Olay,18668,957,2830
SKU1347,3/20/2021,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Clinique,17139,920,2870
SKU1380,04-10-21,Synergix solutions ,Beauty and Personal Care,Skincare,Suncreens,Aveeno,18354,922,2604
SKU1334,08-07-21,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Olay,18125,846,887
SKU1374,09-04-21,Synergix solutions ,Beauty and Personal Care,Skincare,Suncreens,Aveeno,26547,1404,2364
SKU1337,11-06-21,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Olay,33591,1793,4140
SKU1342,12-11-21,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Clinique,22617,1099,3865
SKU1342,01-08-22,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Clinique,47474,2458,6992
SKU1389,03-05-22,Synergix solutions ,Beauty and Personal Care,Skincare,Suncreens,Cetaphil,24562,1553,4608
SKU1339,05-07-22,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Olay,25373,1528,4191
SKU1389,6/18/2022,Synergix solutions ,Beauty and Personal Care,Skincare,Suncreens,Cetaphil,29907,1666,3147
SKU1383,07-09-22,Synergix solutions ,Beauty and Personal Care,Skincare,Suncreens,Cetaphil,18341,1193,3213
SKU1368,08-06-22,Synergix solutions ,Beauty and Personal Care,Skincare,Acne,Neutrogena,11042,931,2343
SKU1339,1/16/2021,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Olay,11943,599,2628
SKU1335,1/23/2021,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Olay,11246,630,2621
SKU1346,2/13/2021,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Clinique,15674,814,3482
SKU1346,2/20/2021,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Clinique,17133,901,3543
SKU1335,3/13/2021,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Olay,17974,830,2489
SKU1332,04-03-21,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Olay,13963,724,2163
SKU1337,05-01-21,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Olay,17056,1014,3215
SKU1337,06-12-21,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Olay,16565,910,143
SKU1343,07-03-21,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Clinique,38330,1838,4181
SKU1339,7/17/2021,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Olay,16070,954,3629
SKU1388,08-07-21,Synergix solutions ,Beauty and Personal Care,Skincare,Suncreens,Cetaphil,27254,1403,2616
SKU1339,8/21/2021,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Olay,25430,1250,1984
SKU1371,09-04-21,Synergix solutions ,Beauty and Personal Care,Skincare,Suncreens,Aveeno,32799,1508,2328
SKU1385,10/30/2021,Synergix solutions ,Beauty and Personal Care,Skincare,Suncreens,Cetaphil,33958,1550,4876
SKU1378,01-08-22,Synergix solutions ,Beauty and Personal Care,Skincare,Suncreens,Aveeno,45494,1938,6636
SKU1372,03-05-22,Synergix solutions ,Beauty and Personal Care,Skincare,Suncreens,Aveeno,25189,1235,3055
SKU1343,4/23/2022,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Clinique,35892,1589,4941
SKU1332,5/21/2022,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Olay,34915,1453,4528
SKU1349,06-04-22,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Clinique,28357,1335,3787
SKU1342,7/23/2022,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Clinique,32868,1345,4183
SKU1385,09-10-22,Synergix solutions ,Beauty and Personal Care,Skincare,Suncreens,Cetaphil,33848,1409,3638
SKU1362,10/29/2022,Synergix solutions ,Beauty and Personal Care,Skincare,Acne,Neutrogena,30969,1365,4241
SKU1348,11-05-22,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Clinique,39382,1680,4294
SKU1376,11/26/2022,Synergix solutions ,Beauty and Personal Care,Skincare,Suncreens,Aveeno,30437,1479,4667
SKU1389,12/17/2022,Synergix solutions ,Beauty and Personal Care,Skincare,Suncreens,Cetaphil,28006,1423,3922
SKU1366,12/24/2022,Synergix solutions ,Beauty and Personal Care,Skincare,Acne,Neutrogena,28132,1288,3054
SKU1387,01-02-21,Synergix solutions ,Beauty and Personal Care,Skincare,Suncreens,Cetaphil,19417,1115,4930
SKU1351,04-10-21,Synergix solutions ,Beauty and Personal Care,Skincare,Acne,Cetaphil,16531,1238,3626
SKU1375,5/22/2021,Synergix solutions ,Beauty and Personal Care,Skincare,Suncreens,Aveeno,16946,1549,3896
SKU1342,7/17/2021,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Clinique,14734,1381,3794
SKU1384,10/16/2021,Synergix solutions ,Beauty and Personal Care,Skincare,Suncreens,Cetaphil,16397,1633,5134
SKU1348,1/29/2022,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Clinique,27512,1946,6979
SKU1383,02-05-22,Synergix solutions ,Beauty and Personal Care,Skincare,Suncreens,Cetaphil,17447,1336,5340
SKU1385,2/26/2022,Synergix solutions ,Beauty and Personal Care,Skincare,Suncreens,Cetaphil,16139,1339,4681
SKU1383,3/26/2022,Synergix solutions ,Beauty and Personal Care,Skincare,Suncreens,Cetaphil,25447,1696,5319
SKU1383,06-04-22,Synergix solutions ,Beauty and Personal Care,Skincare,Suncreens,Cetaphil,24608,1764,4463
SKU1343,06-11-22,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Clinique,25283,1807,5087
SKU1340,7/30/2022,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Olay,21576,1424,4837
SKU1337,10-08-22,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Olay,31769,1857,5082
SKU1345,11-05-22,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Clinique,42416,2320,6305
SKU1374,12-03-22,Synergix solutions ,Beauty and Personal Care,Skincare,Suncreens,Aveeno,36221,2391,6413
SKU1344,03-06-21,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Clinique,15351,1310,3322
SKU1348,5/29/2021,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Clinique,22072,1554,3449
SKU1335,9/25/2021,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Olay,12265,1401,2592
SKU1342,10/23/2021,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Clinique,28907,1789,4445
SKU1389,1/29/2022,Synergix solutions ,Beauty and Personal Care,Skincare,Suncreens,Cetaphil,22095,1604,4933
SKU1341,3/26/2022,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Clinique,16170,1305,3651
SKU1344,04-09-22,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Clinique,14891,1285,3067
SKU1336,5/28/2022,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Olay,16666,1405,3576
SKU1362,7/16/2022,Synergix solutions ,Beauty and Personal Care,Skincare,Acne,Neutrogena,12074,1257,4286
SKU1345,7/23/2022,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Clinique,7246,1105,3705
SKU1344,8/20/2022,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Clinique,28448,1688,5127
SKU1367,12-03-22,Synergix solutions ,Beauty and Personal Care,Skincare,Acne,Neutrogena,24660,1801,3342
SKU1338,12/24/2022,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Olay,14056,1079,1619
SKU1335,01-09-21,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Olay,0,0,0
SKU1379,1/23/2021,Synergix solutions ,Beauty and Personal Care,Skincare,Suncreens,Aveeno,0,0,0
SKU1336,1/30/2021,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Olay,0,0,0
SKU1355,2/13/2021,Synergix solutions ,Beauty and Personal Care,Skincare,Acne,Cetaphil,0,0,0
SKU1386,3/27/2021,Synergix solutions ,Beauty and Personal Care,Skincare,Suncreens,Cetaphil,0,0,0
SKU1340,4/17/2021,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Olay,0,0,0
SKU1390,09-11-21,Synergix solutions ,Beauty and Personal Care,Skincare,Suncreens,Cetaphil,0,0,0
SKU1339,9/25/2021,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Olay,0,0,0
SKU1347,10/16/2021,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Clinique,0,0,0
SKU1343,12-11-21,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Clinique,0,0,0
SKU1383,1/22/2022,Synergix solutions ,Beauty and Personal Care,Skincare,Suncreens,Cetaphil,0,0,0
SKU1371,6/18/2022,Synergix solutions ,Beauty and Personal Care,Skincare,Suncreens,Aveeno,0,0,0
SKU1342,07-02-22,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Clinique,0,0,0
SKU1343,8/20/2022,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Clinique,0,0,0
SKU1382,10/29/2022,Synergix solutions ,Beauty and Personal Care,Skincare,Suncreens,Cetaphil,0,0,0
SKU1377,11/19/2022,Synergix solutions ,Beauty and Personal Care,Skincare,Suncreens,Aveeno,0,0,0
SKU1383,12-03-22,Synergix solutions ,Beauty and Personal Care,Skincare,Suncreens,Cetaphil,0,0,0
SKU1379,01-09-21,Synergix solutions ,Beauty and Personal Care,Skincare,Suncreens,Aveeno,0,0,0
SKU1387,2/20/2021,Synergix solutions ,Beauty and Personal Care,Skincare,Suncreens,Cetaphil,0,0,0
SKU1338,3/27/2021,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Olay,0,0,0
SKU1387,06-12-21,Synergix solutions ,Beauty and Personal Care,Skincare,Suncreens,Cetaphil,0,0,0
SKU1342,6/26/2021,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Clinique,0,0,0
SKU1332,07-03-21,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Olay,0,0,0
SKU1337,07-10-21,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Olay,0,0,0
SKU1373,8/28/2021,Synergix solutions ,Beauty and Personal Care,Skincare,Suncreens,Aveeno,0,0,0
SKU1367,9/25/2021,Synergix solutions ,Beauty and Personal Care,Skincare,Acne,Neutrogena,0,0,0
SKU1350,10-02-21,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Clinique,0,0,0
SKU1380,5/14/2022,Synergix solutions ,Beauty and Personal Care,Skincare,Suncreens,Aveeno,0,0,0
SKU1350,5/21/2022,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Clinique,0,0,0
SKU1334,06-11-22,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Olay,0,0,0
SKU1370,07-02-22,Synergix solutions ,Beauty and Personal Care,Skincare,Acne,Neutrogena,0,0,0
SKU1344,07-09-22,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Clinique,0,0,0
SKU1338,7/30/2022,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Olay,0,0,0
SKU1348,10-08-22,Synergix solutions ,Beauty and Personal Care,Skincare,Anti-aging,Clinique,0,0,0
SKU1377,11-12-22,Synergix solutions ,Beauty and Personal Care,Skincare,Suncreens,Aveeno,0,0,0
